ID,Height(meter),Weight(KG),BMI,bmipred2,pmi pred,,,b,w2,w1,b2,w22,w12
45,1.744281246,58.39339854,19.19246377,19.18903731,19.20813883,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
46,1.698774352,66.06639248,22.89334232,22.77950674,22.70237451,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
47,1.719546472,52.97648195,17.91658686,17.92282362,17.92854863,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
48,1.754839518,61.19080929,19.8706185,19.89235927,19.91520073,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
49,1.775835666,66.67325547,21.14200216,21.26397353,21.29457898,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
50,1.710228228,57.28896412,19.58677024,19.57807504,19.5529635,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
51,1.784842506,56.90594478,17.86314148,17.78490783,17.86805401,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
52,1.755227376,52.47283373,17.03208244,16.95776009,17.01655582,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
53,1.660742424,56.00136429,20.30458172,20.24993825,20.15928765,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
54,1.782685538,67.06811096,21.10408812,21.24367765,21.28247546,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
55,1.788316718,70.69881326,22.10666605,22.3365924,22.36870052,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
56,1.690211504,58.08062511,20.33055223,20.29033989,20.23338878,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
57,1.685650172,54.13338539,19.05154888,19.06732024,19.01987406,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
58,1.7154398,60.68394128,20.6216217,20.6012365,20.56979237,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
59,1.689206172,58.37915889,20.45938215,20.41296305,20.35336205,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
60,1.752589332,62.37569319,20.30743432,20.34023345,20.35504576,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
61,1.73491017,58.84530332,19.5504978,19.54977189,19.55363729,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
62,1.70211877,58.42065341,20.16446428,20.13881416,20.09751039,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
63,1.798470368,61.36495022,18.97203044,18.97741643,19.06194527,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
64,1.732775554,49.70784766,16.555425,16.53066135,16.56857706,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
65,1.754102156,64.60827965,20.99802326,21.0557885,21.06369874,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
66,1.720368162,60.20060951,20.3403347,20.32906966,20.30663594,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
67,1.707278272,46.94889303,16.10707683,16.17353,16.18618603,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
68,1.657866382,58.64272844,21.33610393,21.20060217,21.09511333,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
69,1.799406612,60.77586411,18.77035638,18.75881879,18.8470785,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
70,1.776080268,63.66887097,20.18375519,20.25017839,20.29333303,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
71,1.632841032,46.63489517,17.49134453,17.72881311,17.63629485,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
72,1.73342808,58.28342673,19.39694896,19.39425852,19.39828597,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
73,1.685469832,54.55467946,19.20392677,19.21273921,19.16332445,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
74,1.73641385,62.85562377,20.8467164,20.86217794,20.85190966,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
75,1.66311326,60.29511724,21.79909638,21.6381246,21.53342951,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
76,1.770874538,52.43424156,16.72012051,16.59572521,16.67705393,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
77,1.720228716,55.56365381,18.77666295,18.77591534,18.7721107,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
78,1.743441014,61.0515419,20.08547561,20.09991452,20.107021,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
79,1.69631487,55.28003991,19.21124053,19.21423743,19.17738632,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
80,1.779307338,70.46209044,22.25633163,22.45813895,22.47832439,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
81,1.683473392,58.47407477,20.6324521,20.57271516,20.50453057,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
82,1.757730292,58.54640674,18.94941343,18.94034693,18.97806003,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
83,1.756024174,63.25002576,20.51160886,20.55704881,20.57322287,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
84,1.711054744,63.89253323,21.82339423,21.77594022,21.72519664,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
85,1.780361438,59.67573787,18.82701374,18.8144829,18.87997408,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
86,1.78248564,54.92840221,17.28800529,17.17378145,17.26158706,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
87,1.732929224,59.63995735,19.85983668,19.86066961,19.85847544,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
88,1.730484728,61.92338027,20.67850388,20.68157287,20.66661103,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
89,1.784161024,64.16440168,20.15700732,20.23621078,20.28890921,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
90,1.815783008,63.76569152,19.34012063,19.39691982,19.49645839,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
91,1.757801158,50.85518242,16.45870738,16.35742025,16.42646514,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
92,1.779601724,60.52168184,19.1102053,19.11534942,19.17631919,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
93,1.792148562,59.77029095,18.60961351,18.58325056,18.66521403,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
94,1.683675576,54.43196452,19.20158968,19.21158255,19.1601002,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
95,1.611014558,55.82359542,21.50893339,21.29968568,21.13864337,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
96,1.695884594,58.11191605,20.20563974,20.17427725,20.1253119,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
97,1.749740214,52.36739684,17.10463611,17.04478972,17.09616663,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
98,1.647808236,46.29822271,17.05104424,17.28190548,17.2121582,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
99,1.704155088,59.11404268,20.35506201,20.32610149,20.28489423,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
100,1.736029294,60.85146123,20.19095742,20.19811579,20.19543553,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
101,1.666512542,44.73305402,16.10687827,16.33931384,16.30267015,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
102,1.720989954,51.95199817,17.54064607,17.54678055,17.55872977,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
103,1.72773848,56.00249802,18.76080146,18.75566109,18.76081389,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
104,1.718613022,55.80128362,18.89243745,18.89171472,18.88463466,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
105,1.68439084,57.35639838,20.21604197,20.17713022,20.11479598,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
106,1.763701324,58.23608216,18.72156147,18.70298356,18.75049564,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
107,1.621440496,57.6815068,21.93989607,21.69064311,21.53696636,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
108,1.720158358,55.35151025,18.70650331,18.70628491,18.70324108,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
109,1.779294892,57.86848155,18.27873863,18.2317218,18.30302618,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
110,1.782724908,59.69872991,18.78436103,18.76947138,18.83824909,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
111,1.675025352,50.74371409,18.08587322,18.16670715,18.11783076,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
112,1.7781778,55.34371019,17.50321803,17.40927437,17.48923317,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
113,1.742726766,58.29852801,19.19548044,19.19187654,19.2091403,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
114,1.747727518,60.16895577,19.6981312,19.70806867,19.72488885,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
115,1.771957848,61.70357269,19.6518544,19.68255034,19.72778984,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
116,1.662566906,52.57799853,19.02154491,19.06027714,18.98613634,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
117,1.748163636,62.08491412,20.31523827,20.34137721,20.35104125,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
118,1.67132762,54.36480236,19.46232107,19.46451984,19.39565196,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
119,1.707254396,49.43312221,16.95983263,17.00782515,17.01035975,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
120,1.763273334,58.16964559,18.70928274,18.69023427,18.73740407,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
121,1.751176584,61.35352222,20.00689151,20.02868807,20.04563063,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
122,1.7257141,48.45825045,16.27159159,16.26880725,16.30169872,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
123,1.666876524,55.9127973,20.12353902,20.08336366,20.00184479,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
124,1.689000178,49.66385894,17.40929045,17.49251049,17.46800365,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
125,1.725373486,54.10554098,18.17504538,18.17176234,18.18123572,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
126,1.74991141,63.59780878,20.76873413,20.81014605,20.81616635,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
127,1.7841214,60.76071748,19.08860049,19.09474277,19.1612053,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
128,1.733962242,60.1242868,19.99726792,20.00017508,19.99749154,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
129,1.809282894,59.27086021,18.10624014,18.03336979,18.14186424,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
130,1.755075738,52.40721344,17.01372242,16.93911946,16.99796478,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
131,1.635682022,56.139634,20.98320465,20.85543309,20.72838331,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
132,1.80583459,58.11168931,17.8199945,17.7212567,17.82952674,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
133,1.732754472,61.65885838,20.53626325,20.54215629,20.5315144,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
134,1.674297134,52.88954753,18.86708404,18.90314278,18.84451178,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
135,1.71289726,57.51371476,19.60237937,19.59396122,19.57175392,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
136,1.877087178,68.65474342,19.48505617,19.67012047,19.83747518,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
137,1.777529846,59.13635448,18.71633222,18.69662564,18.76025767,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
138,1.765772948,61.76869415,19.81064893,19.84238942,19.87851975,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
139,1.655682998,51.42549396,18.75962245,18.8270485,18.74774311,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
140,1.727420726,56.83556282,19.04688295,19.04234512,19.04366082,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
141,1.73579536,57.85859542,19.20307775,19.19886254,19.20800037,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
142,1.655677918,48.59457015,17.72703212,17.87704093,17.80922333,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
143,1.733857086,52.81313413,17.56771776,17.54873587,17.57558911,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
144,1.74164371,60.69545998,20.0095617,20.02050272,20.02648484,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
145,1.63821745,51.19475723,19.07578384,19.13925815,19.035913,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
146,1.745247462,59.29716275,19.46793482,19.47080472,19.48761823,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
147,1.749843592,62.47174279,20.40258326,20.4337263,20.44422203,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
148,1.766318794,56.86952937,18.22810218,18.18594329,18.24274742,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
149,1.711950856,62.79317792,21.42544624,21.38698023,21.3419821,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
150,1.688470334,54.79017785,19.21833861,19.22483759,19.17875747,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
151,1.676709118,63.55867242,22.60785532,22.43012755,22.33162351,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
152,1.840086236,62.01036003,18.31419775,18.26559541,18.40701649,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
153,1.628811068,48.12180474,18.13846298,18.31776002,18.21344104,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
154,1.802920448,72.08536505,22.17654946,22.47614606,22.52350817,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
155,1.714531496,49.33394351,16.78243204,16.81218912,16.82553308,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
156,1.82918481,62.93371509,18.80910787,18.81870072,18.94078286,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
157,1.658910322,52.56589029,19.1010924,19.13779041,19.05846965,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
158,1.703707286,66.34234236,22.85603223,22.76206969,22.69087131,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
159,1.635543592,49.82811374,18.62731245,18.74023505,18.63861543,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
160,1.761998762,63.05801725,20.31089744,20.3593156,20.3848133,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
161,1.736831934,54.37373615,18.02492989,18.00614079,18.03091135,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
162,1.658878572,58.18615269,21.14416054,21.02478361,20.92259621,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
163,1.70527726,57.70359186,19.84325192,19.82768762,19.79381231,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
164,1.737224872,52.25615526,17.31511484,17.28666731,17.3205983,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
165,1.68381172,56.59466787,19.96128335,19.9343965,19.87432712,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
166,1.70653964,57.57130824,19.76848271,19.75512706,19.72359416,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
167,1.676185624,50.46055368,17.96006022,18.04578698,17.99971963,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
168,1.763621822,55.60215528,17.87642612,17.82075286,17.87884639,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
169,1.726555602,56.32751573,18.89554661,18.89113383,18.89327531,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
170,1.721137782,56.52564639,19.08157685,19.07850048,19.07208966,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
171,1.658077456,54.19995801,19.71466134,19.70480076,19.61765378,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
172,1.875374456,63.17066466,17.96136977,17.86775205,18.05492574,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
173,1.697053248,47.53797914,16.50630164,16.59935695,16.59499864,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
174,1.699110394,55.79874406,19.32774693,19.32595893,19.29099936,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
175,1.669686272,53.91670691,19.33987247,19.35074694,19.28135134,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
176,1.675963882,55.0965117,19.61529271,19.60666443,19.54145552,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
177,1.691232584,54.07837681,18.90675397,18.92431656,18.88507689,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
178,1.704668676,61.23225846,21.07173599,21.02556378,20.9764899,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
179,1.673220174,52.70846818,18.82670035,18.86639512,18.80695929,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
180,1.696229018,49.50912747,17.20744125,17.27930638,17.26576547,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
181,1.745888558,56.33445416,18.48166327,18.4621513,18.49191178,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
182,1.682157164,64.01697143,22.62361416,22.46239895,22.36982497,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
183,1.675375872,58.56853715,20.86603174,20.78507156,20.70492351,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
184,1.742026488,57.9877046,19.10849175,19.10318025,19.12070468,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
185,1.691474138,54.838248,19.16694283,19.17395722,19.13197751,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
186,1.700929796,57.88671193,20.00811172,19.98613712,19.94530114,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
187,1.72923581,46.0155158,15.38848457,15.37040318,15.41824969,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
188,1.78283235,65.75302951,20.68686858,20.79903179,20.84337948,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
189,1.664245846,50.31598043,18.166488,18.26363709,18.20108226,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
190,1.71345987,60.25208085,20.52221226,20.50046607,20.46794411,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
191,1.71221019,66.36333904,22.63675,22.57941994,22.52029592,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
192,1.769404132,66.02362818,21.08848165,21.18942938,21.21347521,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
193,1.671268946,54.80137911,19.61999086,19.61235369,19.54162917,,,36.26698938,0.331561677,-20.87958222,38.50519654,0.335622208,-22.30963652
